DataCode,Rectype,RecYear,Date,Watershed,Transect,TrapStation,Species,SpecimenNo1,SpecimenNo2,VoucherNo,RecaptureStatus,Disposition,TotalLength,TailLength,HFLength,EarLength,Weight,Sex,Age,ReprodCondition,Comments
csm08,1,2018,7/26/18,R1A,E,8,MIOC,,,,N,V,,,,,,N,,,
csm08,1,2018,7/26/18,R1A,E,8,MIOC,,,NK296238,N,V,153,32,9,19,45.6,M,A,S,
csm08,1,2018,7/26/18,R1A,E,12,NEFL,,,,N,R,,,,,,N,,,
csm08,1,2018,7/26/18,R1A,E,5,NEFL,556,,,Y,R,,,,,,N,,,
csm08,1,2018,7/26/18,R1A,E,3,SIHI,,,,N,V,,,,,,N,,,
csm08,1,2018,7/26/18,R1A,E,4,SIHI,,,,N,V,,,,,,N,,,
csm08,1,2018,7/26/18,R1A,E,6,SIHI,,,,N,V,,,,,,N,,,
csm08,1,2018,7/26/18,R1A,E,3,SIHI,,,NK296239,N,V,266,108,15,31,180.1,F,A,CSN,Pregnant
csm08,1,2018,7/26/18,R1A,E,6,SIHI,,,NK296240,N,V,260,90,15,31,207.3,M,A,NS,
csm08,1,2018,7/26/18,R1A,E,4,SIHI,,,NK296246,N,V,234,99,14,32,99.8,M,A,S,
csm08,1,2018,7/26/18,SpB,E,7,SIHI,524,,,Y,R,,,,,,F,SA,,
csm08,1,2018,7/26/18,SpB,E,7,SIHI,519,,,Y,R,,,,,,M,A,,
csm08,1,2018,7/27/18,20B,E,14,NEFL,582,,,Y,R,,,,,,N,,,
csm08,1,2018,7/27/18,20B,E,16,PMLE,,,,N,V,,,,,,N,,,
csm08,1,2018,7/27/18,20B,E,16,PMLE,555,,,Y,V,,,,,,N,,,
csm08,1,2018,7/27/18,20B,E,16,PMLE,,,NK296225,N,V,165,67,12,21,25.3,M,A,S,
csm08,1,2018,7/27/18,R1A,E,5,NEFL,513,,,N,R,,158,40,,251,M,A,NS,
csm08,1,2018,7/27/18,R1A,E,6,PMLE,,,,N,V,,,,,,N,,,
csm08,1,2018,7/27/18,R1A,E,7,SIHI,535,,,N,R,,92,32,,150,F,A,CSN,
csm08,1,2018,7/27/18,R1A,E,12,SIHI,,,,N,V,,,,,,N,,,
csm08,1,2018,7/27/18,R20A,W,8,SIHI,521,,,N,R,,115,31,,150,F,A,CSN,
csm08,1,2018,7/27/18,R20A,W,3,SIHI,556,,,N,R,,90,28,,101,F,A,CSN,
csm08,1,2018,7/27/18,SpB,E,19,PMMA,,4001,,N,R,,,,,,M,A,NS,NEON
csm08,1,2018,7/27/18,SpB,E,18,PMMA,539,,,N,R,,59,19,,19,M,A,NS,
csm08,1,2018,7/27/18,SpB,E,7,SIHI,519,,,Y,R,,,,,,N,,,
csm08,1,2018,7/27/18,SpB,E,8,SIHI,524,,,Y,R,,,,,,N,,,
csm08,1,2018,7/31/18,20B,W,6,PMLE,,,NK296236,N,V,169,72,12,21,28.5,M,A,S,
csm08,1,2018,7/31/18,20B,W,7,PMLE,,,NK296247,N,V,171,78,11,21,25.8,M,A,S,
csm08,1,2018,7/31/18,20B,W,5,SIHI,,,NK296245,N,V,194,82,12,28,48.4,F,Juv,CSN,
csm08,1,2018,7/31/18,4B,E,19,PMLE,,,NK296248,N,V,173,81,13,22,31,M,A,S,
csm08,1,2018,8/1/18,20B,W,1,PMLE,,,NK296223,N,V,173,82,14,22,25.8,M,A,S,
csm08,1,2018,8/1/18,20B,W,16,PMLE,,,NK296224,N,V,181,93,12,22,32.1,M,A,S,
csm08,1,2018,8/1/18,20B,W,5,SIHI,,,NK296220,N,V,216,97,14,29,52.2,F,A,CSN,
csm08,1,2018,8/1/18,20B,W,5,SIHI,,,NK296221,N,V,254,120,15,31,91.8,M,A,S,
csm08,1,2018,8/1/18,20B,W,10,SIHI,,,NK296222,N,V,278,122,16,32,133,M,A,NS,
csm08,1,2018,8/1/18,SpB,W,3,PMMA,,,NK296219,N,V,131,54,12,18,12.4,F,A,CSN,
csm08,1,2018,8/2/18,20B,W,20,NEFL,,,NK296232,N,V,342,153,21,39,199.6,M,A,S,
csm08,1,2018,8/2/18,20B,W,13,NEFL,,,NK296233,N,V,337,141,30,40,226.4,F,A,OSN,Pregnant
csm08,1,2018,8/2/18,20B,W,8,PMLE,,,NK296231,N,V,170,78,19,21,26.3,F,A,CSN,
csm08,1,2018,8/2/18,20B,W,17,PMLE,,,NK296234,N,V,173,75,14,21,30.6,M,A,S,
csm08,1,2018,8/3/18,20B,W,16,NEFL,,,NK296243,N,V,298,131,21,31,144.2,F,A,OSN,
csm08,1,2018,8/3/18,20B,W,18,PMLE,,,NK296242,N,V,187,87,15,23,29.4,M,A,S,
